allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g02944_00005	g02944	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	345	345	345.00
g06042_00004	g06042	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	297	297	297.00
g01391_00004	g01391	fosA	Glutathione transferase FosA	90	9	368	1	1	1	0	0	0	0	368	Glutathione transferase FosA(223):hypothetical protein(143):Metallothiol transferase FosB(2)	fosA(223):NA(143):fosB(2)	384	387	385.83
g04353_00004	g04353	wfgD	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1%2C3-glucosyltransferase WfgD	90	1	9	1	1	1	0	0	0	0	9	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1%2C3-glucosyltransferase WfgD(9)	wfgD(9)	1701	1701	1701.00
g01629_00009	g01629	NA	hypothetical protein	90	7	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	315	498	438.55
g01629_00010	g01629	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	528	528	528.00
g01629_00011	g01629	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	507	507	507.00
g01629_00012	g01629	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	528	528	528.00
g06311_00004	g06311	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	543	543	543.00
g05450_00004	g05450	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	165	165	165.00
g03983_00004	g03983	NA	hypothetical protein	90	2	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	171	171	171.00
g01614_00004	g01614	NA	hypothetical protein	90	7	181	1	1	1	0	0	0	0	181	hypothetical protein(181)	NA(181)	168	189	172.69
g01614_00005	g01614	NA	hypothetical protein	90	7	17	1	1	1	0	0	0	0	17	hypothetical protein(17)	NA(17)	189	189	189.00
g01614_00006	g01614	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	168	168	168.00
g01872_00004	g01872	NA	hypothetical protein	90	7	317	1	1	1	0	0	0	0	317	hypothetical protein(317)	NA(317)	171	171	171.00
g01872_00005	g01872	NA	hypothetical protein	90	7	29	1	1	1	0	0	0	0	29	hypothetical protein(29)	NA(29)	159	159	159.00
g03893_00004	g03893	NA	hypothetical protein	90	2	34	1	1	1	0	0	0	0	34	hypothetical protein(34)	NA(34)	243	243	243.00
g03265_00004	g03265	adh	Alcohol dehydrogenase	90	3	16	1	1	1	0	0	0	0	16	Alcohol dehydrogenase(16)	adh(16)	849	1041	1029.00
g03265_00005	g03265	adh	Alcohol dehydrogenase	90	3	5	1	1	1	0	0	0	0	5	Alcohol dehydrogenase(5)	adh(5)	1041	1041	1041.00
g05994_00004	g05994	cysE	Serine acetyltransferase	90	1	1	1	1	1	0	0	0	0	1	Serine acetyltransferase(1)	cysE(1)	318	318	318.00
g03248_00004	g03248	NA	hypothetical protein	90	3	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	1083	1092	1083.30
g02957_00004	g02957	fliE	Flagellar hook-basal body complex protein FliE	90	4	378	1	1	1	0	0	0	0	378	Flagellar hook-basal body complex protein FliE(378)	fliE(378)	315	315	315.00
g05636_00004	g05636	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	126	126	126.00
g06533_00004	g06533	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	705	705	705.00
g01871_00004	g01871	NA	hypothetical protein	90	6	47	1	1	1	0	0	0	0	47	hypothetical protein(47)	NA(47)	126	177	145.60
g04106_00004	g04106	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	369	369	369.00
g00684_00004	g00684	pheA	P-protein	90	14	377	1	1	1	0	0	0	0	377	P-protein(375):hypothetical protein(2)	pheA(375):NA(2)	381	585	583.46
g04995_00004	g04995	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	276	276	276.00
g05623_00004	g05623	yopT	Cysteine protease YopT	90	1	1	1	1	1	0	0	0	0	1	Cysteine protease YopT(1)	yopT(1)	129	129	129.00
g05070_00004	g05070	miaB	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	90	1	4	1	1	1	0	0	0	0	4	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(4)	miaB(4)	252	252	252.00
g05831_00004	g05831	NA	hypothetical protein	90	1	96	1	1	1	0	0	0	0	96	hypothetical protein(96)	NA(96)	393	393	393.00
g03546_00004	g03546	NA	hypothetical protein	90	3	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	711	777	718.33
g05853_00004	g05853	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	384	384	384.00
g02460_00005	g02460	NA	hypothetical protein	90	5	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	237	237	237.00
g02460_00006	g02460	NA	hypothetical protein	90	5	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	261	261	261.00
g05203_00004	g05203	ytfF	Inner membrane protein YtfF	90	1	1	1	1	1	0	0	0	0	1	Inner membrane protein YtfF(1)	ytfF(1)	222	222	222.00
g04517_00004	g04517	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	858	858	858.00
g05800_00004	g05800	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	411	411	411.00
g05943_00004	g05943	cyoD	Cytochrome bo(3) ubiquinol oxidase subunit 4	90	1	95	1	1	1	0	0	0	0	95	Cytochrome bo(3) ubiquinol oxidase subunit 4(95)	cyoD(95)	339	339	339.00
g02175_00004	g02175	NA	hypothetical protein	90	6	348	1	1	1	0	0	0	0	348	hypothetical protein(348)	NA(348)	462	489	464.64
g02175_00005	g02175	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	465	465	465.00
g03054_00004	g03054	NA	hypothetical protein	90	3	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	1593	1593	1593.00
g05574_00004	g05574	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	138	138	138.00
g01677_00004	g01677	tmk	Thymidylate kinase	90	8	378	1	1	1	0	0	0	0	378	Thymidylate kinase(378)	tmk(378)	297	639	636.79
g05815_00004	g05815	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	402	402	402.00
g04895_00004	g04895	mdtN	Multidrug resistance protein MdtN	90	1	17	1	1	1	0	0	0	0	17	Multidrug resistance protein MdtN(17)	mdtN(17)	1080	1080	1080.00
g06305_00004	g06305	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	546	546	546.00
g03601_00004	g03601	parA	Chromosome partitioning protein ParA	90	2	3	1	1	1	0	0	0	0	3	Chromosome partitioning protein ParA(3)	parA(3)	981	981	981.00
g06266_00004	g06266	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	570	570	570.00
g04380_00004	g04380	NA	putative type I restriction enzymeP M protein	90	1	2	1	1	1	0	0	0	0	2	putative type I restriction enzymeP M protein(2)	NA(2)	1608	1608	1608.00
g04906_00004	g04906	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	1062	1062	1062.00
g01648_00004	g01648	NA	Cytochrome c5	90	8	379	1	1	1	0	0	0	0	379	Cytochrome c5(378):Cytochrome c-555(1)	NA(379)	309	429	428.57
g06071_00004	g06071	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	288	288	288.00
g04324_00004	g04324	NA	hypothetical protein	90	2	39	1	1	1	0	0	0	0	39	hypothetical protein(39)	NA(39)	693	720	719.31
g06492_00004	g06492	NA	hypothetical protein	90	1	16	1	1	1	0	0	0	0	16	hypothetical protein(16)	NA(16)	741	741	741.00
g05976_00004	g05976	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	327	327	327.00
g04064_00004	g04064	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	447	741	643.00
g02708_00005	g02708	NA	hypothetical protein	90	4	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	369	1341	1017.00
g02708_00006	g02708	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1266	1266	1266.00
g02708_00007	g02708	NA	hypothetical protein	90	4	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	1269	1269	1269.00
g05504_00004	g05504	NA	hypothetical protein	90	1	106	1	1	1	0	0	0	0	106	hypothetical protein(106)	NA(106)	150	150	150.00
g04448_00004	g04448	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	930	930	930.00
g06333_00004	g06333	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	525	525	525.00
g02666_00004	g02666	nuoH	NADH-quinone oxidoreductase subunit H	90	2	375	1	1	1	0	0	0	0	375	NADH-quinone oxidoreductase subunit H(374):NAD(P)H-quinone oxidoreductase subunit 1%2C chloroplastic(1)	nuoH(374):ndhA(1)	177	1023	1020.05
g06039_00004	g06039	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	90	1	1	1	1	1	0	0	0	0	1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta(1)	accD(1)	300	300	300.00
g00110_00004	g00110	rplA	50S ribosomal protein L1	90	1	379	1	1	1	0	0	0	0	379	50S ribosomal protein L1(379)	rplA(379)	582	696	695.70
g04390_00004	g04390	NA	hypothetical protein	90	1	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	927	1542	1521.50
g06361_00004	g06361	recE	Exodeoxyribonuclease 8	90	1	5	1	1	1	0	0	0	0	5	Exodeoxyribonuclease 8(5)	recE(5)	843	843	843.00
g01214_00004	g01214	NA	hypothetical protein	90	9	326	1	1	1	0	0	0	0	326	hypothetical protein(326)	NA(326)	708	750	725.96
g01214_00005	g01214	NA	hypothetical protein	90	9	52	1	1	1	0	0	0	0	52	hypothetical protein(52)	NA(52)	711	711	711.00
g03185_00004	g03185	arcB	Aerobic respiration control sensor protein ArcB	90	3	82	1	1	1	0	0	0	0	82	Aerobic respiration control sensor protein ArcB(80):Sensory/regulatory protein RpfC(2)	arcB(80):rpfC(2)	816	2031	2016.18
g01635_00004	g01635	NA	hypothetical protein	90	8	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	438	474	438.62
g02841_00004	g02841	hrp1	Hypoxic response protein 1	90	2	377	1	1	1	0	0	0	0	377	Hypoxic response protein 1(229):Inosine-5'-monophosphate dehydrogenase(147):hypothetical protein(1)	hrp1(229):guaB(147):NA(1)	201	435	434.38
g04993_00004	g04993	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	276	276	276.00
g05979_00004	g05979	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	324	324	324.00
g01662_00004	g01662	NA	hypothetical protein	90	8	347	1	1	1	0	0	0	0	347	hypothetical protein(347)	NA(347)	315	315	315.00
g01662_00005	g01662	NA	hypothetical protein	90	8	29	1	1	1	0	0	0	0	29	hypothetical protein(29)	NA(29)	315	315	315.00
g01662_00006	g01662	NA	hypothetical protein	90	8	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	330	330	330.00
g00024_00004	g00024	rplK	50S ribosomal protein L11	90	1	379	1	1	1	0	0	0	0	379	50S ribosomal protein L11(379)	rplK(379)	435	435	435.00
g05148_00004	g05148	NA	hypothetical protein	90	1	25	1	1	1	0	0	0	0	25	hypothetical protein(25)	NA(25)	222	231	228.84
g00022_00004	g00022	pal	Peptidoglycan-associated lipoprotein	90	1	379	1	1	1	0	0	0	0	379	Peptidoglycan-associated lipoprotein(379)	pal(379)	531	531	531.00
g03521_00004	g03521	hspA	Spore protein SP21	90	3	176	1	1	1	0	0	0	0	176	Spore protein SP21(176)	hspA(176)	552	558	552.46
g05990_00004	g05990	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	318	318	318.00
g03591_00004	g03591	patA	Peptidoglycan O-acetyltransferase	90	2	5	1	1	1	0	0	0	0	5	Peptidoglycan O-acetyltransferase(5)	patA(5)	1542	1542	1542.00
g00023_00004	g00023	rpsE	30S ribosomal protein S5	90	1	379	1	1	1	0	0	0	0	379	30S ribosomal protein S5(379)	rpsE(379)	507	507	507.00
g02595_00004	g02595	NA	hypothetical protein	90	5	71	1	1	1	0	0	0	0	71	hypothetical protein(71)	NA(71)	573	600	578.45
g02965_00004	g02965	higB	mRNA interferase HigB	90	4	56	1	1	1	0	0	0	0	56	mRNA interferase HigB(56)	higB(56)	288	294	290.25
g03414_00006	g03414	NA	hypothetical protein	90	3	33	1	1	1	0	0	0	0	33	hypothetical protein(33)	NA(33)	435	435	435.00
g03414_00007	g03414	NA	hypothetical protein	90	3	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	432	432	432.00
g04131_00004	g04131	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	336	336	336.00
g04131_00005	g04131	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	330	330	330.00
g06488_00004	g06488	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	744	744	744.00
g01708_00004	g01708	patA	Peptidoglycan O-acetyltransferase	90	7	25	1	1	1	0	0	0	0	25	Peptidoglycan O-acetyltransferase(25)	patA(25)	1542	1602	1570.32
g05373_00004	g05373	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	183	183	183.00
g03011_00004	g03011	murI	Glutamate racemase	90	4	379	1	1	1	0	0	0	0	379	Glutamate racemase(379)	murI(379)	819	840	827.09
g04438_00004	g04438	dnaB	Replicative DNA helicase	90	1	2	1	1	1	0	0	0	0	2	Replicative DNA helicase(2)	dnaB(2)	945	945	945.00
g06145_00004	g06145	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	672	672	672.00
g04256_00004	g04256	def	Peptide deformylase	90	1	379	1	1	1	0	0	0	0	379	Peptide deformylase(379)	def(379)	477	543	513.06
g04004_00004	g04004	NA	hypothetical protein	90	2	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	147	147	147.00
g05822_00004	g05822	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	399	399	399.00
g05492_00004	g05492	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	153	153	153.00
g01394_00004	g01394	NA	hypothetical protein	90	9	378	1	1	1	0	0	0	0	378	hypothetical protein(378)	NA(378)	381	381	381.00
g04770_00004	g04770	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1464	1464	1464.00
g02759_00004	g02759	NA	hypothetical protein	90	4	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	2499	2499	2499.00
g05929_00004	g05929	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	348	348	348.00
g01815_00004	g01815	NA	hypothetical protein	90	7	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	498	1401	1321.05
g01815_00005	g01815	NA	hypothetical protein	90	7	164	1	1	1	0	0	0	0	164	hypothetical protein(164)	NA(164)	702	1398	1391.69
g05602_00004	g05602	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	132	132	132.00
g04943_00004	g04943	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1020	1020	1020.00
g02173_00004	g02173	NA	hypothetical protein	90	3	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	495	495	495.00
g04670_00004	g04670	bvgS	Virulence sensor protein BvgS	90	1	1	1	1	1	0	0	0	0	1	Virulence sensor protein BvgS(1)	bvgS(1)	2088	2088	2088.00
g03168_00004	g03168	bamB	Outer membrane protein assembly factor BamB	90	3	379	1	1	1	0	0	0	0	379	Outer membrane protein assembly factor BamB(379)	bamB(379)	789	1155	1153.32
g05297_00004	g05297	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	198	198	198.00
g02609_00004	g02609	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	90	5	34	1	1	1	0	0	0	0	34	3-deoxy-manno-octulosonate cytidylyltransferase(34)	kdsB(34)	771	792	773.56
g03450_00004	g03450	NA	hypothetical protein	90	3	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	351	351	351.00
g01935_00004	g01935	ahpD	Alkyl hydroperoxide reductase AhpD	90	7	378	1	1	1	0	0	0	0	378	Alkyl hydroperoxide reductase AhpD(378)	ahpD(378)	516	516	516.00
g00088_00004	g00088	carB	Carbamoyl-phosphate synthase large chain	90	1	379	1	1	1	0	0	0	0	379	Carbamoyl-phosphate synthase large chain(379)	carB(379)	2322	3309	3201.66
g04566_00004	g04566	NA	hypothetical protein	90	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	1170	1254	1244.67
g04689_00004	g04689	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1959	1959	1959.00
g06113_00004	g06113	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	699	699	699.00
g03166_00004	g03166	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	90	3	34	1	1	1	0	0	0	0	34	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase(30):GDP-perosamine synthase(4)	arnB(30):per(4)	1167	1167	1167.00
g03335_00004	g03335	NA	hypothetical protein	90	3	375	1	1	1	0	0	0	0	375	hypothetical protein(375)	NA(375)	198	210	198.03
g01678_00004	g01678	NA	hypothetical protein	90	6	375	1	1	1	0	0	0	0	375	hypothetical protein(375)	NA(375)	375	588	587.39
g06467_00004	g06467	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	759	759	759.00
g05873_00004	g05873	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	378	378	378.00
g03963_00004	g03963	NA	hypothetical protein	90	2	27	1	1	1	0	0	0	0	27	hypothetical protein(27)	NA(27)	183	183	183.00
g03400_00004	g03400	exbD	Biopolymer transport protein ExbD	90	3	379	1	1	1	0	0	0	0	379	Biopolymer transport protein ExbD(379)	exbD(379)	456	456	456.00
g06103_00004	g06103	fis	DNA-binding protein Fis	90	1	1	1	1	1	0	0	0	0	1	DNA-binding protein Fis(1)	fis(1)	276	276	276.00
g03584_00004	g03584	NA	hypothetical protein	90	2	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	1620	1620	1620.00
g04432_00004	g04432	soj	Chromosome-partitioning ATPase Soj	90	1	2	1	1	1	0	0	0	0	2	Chromosome-partitioning ATPase Soj(2)	soj(2)	948	948	948.00
g00323_00004	g00323	NA	hypothetical protein	90	19	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	885	984	983.60
g02910_00004	g02910	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	90	3	379	1	1	1	0	0	0	0	379	3-methyl-2-oxobutanoate hydroxymethyltransferase(379)	panB(379)	414	789	788.01
g05959_00004	g05959	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	333	333	333.00
g05813_00004	g05813	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	402	402	402.00
g03651_00004	g03651	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	870	870	870.00
g03651_00005	g03651	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	792	792	792.00
g05590_00004	g05590	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	135	135	135.00
g00566_00004	g00566	NA	hypothetical protein	90	14	232	1	1	1	0	0	0	0	232	hypothetical protein(232)	NA(232)	219	294	293.57
g00566_00005	g00566	NA	hypothetical protein	90	14	26	1	1	1	0	0	0	0	26	hypothetical protein(26)	NA(26)	294	294	294.00
g00566_00006	g00566	NA	hypothetical protein	90	14	113	1	1	1	0	0	0	0	113	hypothetical protein(113)	NA(113)	297	297	297.00
g00566_00007	g00566	NA	hypothetical protein	90	14	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	294	294	294.00
g01903_00004	g01903	NA	hypothetical protein	90	7	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	240	372	317.94
g02453_00004	g02453	comEA	ComE operon protein 1	90	4	377	1	1	1	0	0	0	0	377	ComE operon protein 1(376):hypothetical protein(1)	comEA(376):NA(1)	273	318	317.82
g05175_00004	g05175	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	228	228	228.00
g05925_00004	g05925	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	300	351	338.25
g05791_00004	g05791	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	417	417	417.00
g05095_00004	g05095	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	246	246	246.00
g00079_00004	g00079	NA	hypothetical protein	90	1	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	315	315	315.00
g04806_00004	g04806	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1365	1365	1365.00
g05773_00004	g05773	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	426	426	426.00
g02819_00004	g02819	NA	hypothetical protein	90	4	371	1	1	1	0	0	0	0	371	hypothetical protein(371)	NA(371)	153	243	213.24
g00105_00004	g00105	mip	Outer membrane protein MIP	90	1	379	1	1	1	0	0	0	0	379	Outer membrane protein MIP(379)	mip(379)	507	702	701.49
g01866_00004	g01866	yddE	putative isomerase YddE	90	7	376	1	1	1	0	0	0	0	376	putative isomerase YddE(375):hypothetical protein(1)	yddE(375):NA(1)	558	786	784.99
g03488_00004	g03488	NA	hypothetical protein	90	3	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	678	678	678.00
g03488_00005	g03488	NA	hypothetical protein	90	3	344	1	1	1	0	0	0	0	344	hypothetical protein(344)	NA(344)	291	678	676.25
g04738_00004	g04738	tycC	Tyrocidine synthase 3	90	1	2	1	1	1	0	0	0	0	2	Tyrocidine synthase 3(2)	tycC(2)	2586	2586	2586.00
g05705_00004	g05705	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	468	468	468.00
g06204_00004	g06204	NA	hypothetical protein	90	1	26	1	1	1	0	0	0	0	26	hypothetical protein(26)	NA(26)	618	618	618.00
g05820_00004	g05820	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	399	399	399.00
g03719_00005	g03719	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	2286	2286	2286.00
g03719_00006	g03719	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	2286	2286	2286.00
g04072_00004	g04072	ratA	Ribosome association toxin RatA	90	2	379	1	1	1	0	0	0	0	379	Ribosome association toxin RatA(316):Persistence and stress-resistance toxin PasT(63)	ratA(316):pasT(63)	435	435	435.00
g05447_00004	g05447	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	165	165	165.00
g01156_00004	g01156	NA	hypothetical protein	90	10	48	1	1	1	0	0	0	0	48	hypothetical protein(48)	NA(48)	192	192	192.00
g01156_00005	g01156	NA	hypothetical protein	90	10	38	1	1	1	0	0	0	0	38	hypothetical protein(38)	NA(38)	249	708	623.68
g00785_00004	g00785	NA	hypothetical protein	90	12	376	1	1	1	0	0	0	0	376	hypothetical protein(376)	NA(376)	306	765	761.17
g00785_00005	g00785	NA	hypothetical protein	90	12	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	687	687	687.00
g04510_00004	g04510	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	867	867	867.00
g00035_00004	g00035	asnS	Asparagine--tRNA ligase	90	1	379	1	1	1	0	0	0	0	379	Asparagine--tRNA ligase(379)	asnS(379)	1182	1404	1403.41
g04137_00004	g04137	NA	hypothetical protein	90	2	377	1	1	1	0	0	0	0	377	hypothetical protein(377)	NA(377)	240	327	326.28
g06343_00004	g06343	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	519	519	519.00
g03394_00004	g03394	ybeY	Endoribonuclease YbeY	90	3	379	1	1	1	0	0	0	0	379	Endoribonuclease YbeY(379)	ybeY(379)	477	477	477.00
g06247_00004	g06247	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	582	582	582.00
g04155_00004	g04155	NA	hypothetical protein	90	2	17	1	1	1	0	0	0	0	17	hypothetical protein(17)	NA(17)	255	306	300.00
g04155_00005	g04155	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	696	696	696.00
g05298_00004	g05298	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	198	198	198.00
g05398_00004	g05398	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	177	177	177.00
